emp_code,first_name,middle_name,last_name,address,role,manager,login,user_role,password,email,biz_zone,,,,,
Moklesur Rahman(Jamalpur[Terr](C)),Moklesur Rahman(Jamalpur[Terr](C)),,,,TM-C,Md.Taufiq Elahi,Jamalpur[Terr](C),Territory,12345,Jamalpur[Terr](C)@test.com,Jamalpur[Terr](C),,,,,
Md. Mahfuz Alam,Md. Mahfuz Alam,,,,TM-C,Md.Anowarul Karim,Rangunia[Terr](C),Territory,12345,Rangunia[Terr](C)@test.com,Rangunia[Terr](C),,,,,
Rana Barua,Rana Barua,,,,TM-C,Md.Anowarul Karim,Bahaddarhat[Terr](C),Territory,12345,Bahaddarhat[Terr](C)@test.com,Bahaddarhat[Terr](C),,,,,
Md. Asraful Islam,Md. Asraful Islam,,,,TM-C,Md.Anowarul Karim,Riazuddin Bazar[Terr](C),Territory,12345,Riazuddin Bazar[Terr](C)@test.com,Riazuddin Bazar[Terr](C),,,,,
Sumon ,Sumon ,,,,ZSO-C,Md. Alamgir Firoz Shamim,Potiya[Terr](C),Territory,12345,Potiya[Terr](C)@test.com,Potiya[Terr](C),,,,,
Md. Rubel Patuary,Md. Rubel Patuary,,,,ZSO-C,Md. Alamgir Firoz Shamim,Amirabad[Terr](C),Territory,12345,Amirabad[Terr](C)@test.com,Amirabad[Terr](C),,,,,
Md. Elias,Md. Elias,,,,TM-C,Md. Alamgir Firoz Shamim,Anowara[Terr](C),Territory,12345,Anowara[Terr](C)@test.com,Anowara[Terr](C),,,,,
Ahasan Habib,Ahasan Habib,,,,TM-C,Imran Khan,Cox's Bazar[Terr](C),Territory,12345,Cox's Bazar[Terr](C)@test.com,Cox's Bazar[Terr](C),,,,,
Md. Anisur Rahman,Md. Anisur Rahman,,,,TM-C,Imran Khan,Teknaf[Terr](C),Territory,12345,Teknaf[Terr](C)@test.com,Teknaf[Terr](C),,,,,
Md. Abu Sadek,Md. Abu Sadek,,,,ZSO-C,Imran Khan,Chokoria[Terr](C),Territory,12345,Chokoria[Terr](C)@test.com,Chokoria[Terr](C),,,,,
Md. Ariful Islam(Agrabad[Terr](C)),Md. Ariful Islam(Agrabad[Terr](C)),,,,TM-C,Md. Omar Faruque,Agrabad[Terr](C),Territory,12345,Agrabad[Terr](C)@test.com,Agrabad[Terr](C),,,,,
Md.Habibur Rahman,Md.Habibur Rahman,,,,TM-C,Md. Omar Faruque,Potenga[Terr](C),Territory,12345,Potenga[Terr](C)@test.com,Potenga[Terr](C),,,,,
Md. Abul Kalam Faruk,Md. Abul Kalam Faruk,,,,ZSO-C,Md. Omar Faruque,Pahartoli[Terr](C),Territory,12345,Pahartoli[Terr](C)@test.com,Pahartoli[Terr](C),,,,,
Md.Moniruzzaman,Md.Moniruzzaman,,,,TM-C,Md. Omar Faruque,Shitakundo[Terr](C),Territory,12345,Shitakundo[Terr](C)@test.com,Shitakundo[Terr](C),,,,,
Md. Jahangir Hossain,Md. Jahangir Hossain,,,,Act.TM-C,Blank(Hathazari[Reg](C)),Hathazari[Terr](C),Territory,12345,Hathazari[Terr](C)@test.com,Hathazari[Terr](C),,,,,
Md. Sharif Uddin,Md. Sharif Uddin,,,,ZSO-C,Blank(Hathazari[Reg](C)),Fatikchori[Terr](C),Territory,12345,Fatikchori[Terr](C)@test.com,Fatikchori[Terr](C),,,,,
Md. Jahangir Hossain(Khagrachori[Terr](C)),Md. Jahangir Hossain(Khagrachori[Terr](C)),,,,TM-C,Blank(Hathazari[Reg](C)),Khagrachori[Terr](C),Territory,12345,Khagrachori[Terr](C)@test.com,Khagrachori[Terr](C),,,,,
Blank(Direct Party[Terr](C)),Blank(Direct Party[Terr](C)),,,,Blank,Blank(Direct Party[Reg](C)),Direct Party[Terr](C),Territory,12345,Direct Party[Terr](C)@test.com,Direct Party[Terr](C),,,,,
Md. Mohammad Ullh,Md. Mohammad Ullh,,,,ZSO-C,Rakibul Islam,Chowmohoni[Terr](C),Territory,12345,Chowmohoni[Terr](C)@test.com,Chowmohoni[Terr](C),,,,,
Belal Hossain,Belal Hossain,,,,ZSO-C,Rakibul Islam,Senbag[Terr](C),Territory,12345,Senbag[Terr](C)@test.com,Senbag[Terr](C),,,,,
Ali Mortoza,Ali Mortoza,,,,TM-C,Rakibul Islam,Maijdee[Terr](C),Territory,12345,Maijdee[Terr](C)@test.com,Maijdee[Terr](C),,,,,
Belal Hosan Bhuiyan,Belal Hosan Bhuiyan,,,,TM-C,Rakibul Islam,Laxmipur[Terr](C),Territory,12345,Laxmipur[Terr](C)@test.com,Laxmipur[Terr](C),,,,,
Belal Hosen,Belal Hosen,,,,TM-C,Rakibul Islam,Raypur[Terr](C),Territory,12345,Raypur[Terr](C)@test.com,Raypur[Terr](C),,,,,
Akter Hossain,Akter Hossain,,,,TM-C,Rakibul Islam,Sonaimuri[Terr](C),Territory,12345,Sonaimuri[Terr](C)@test.com,Sonaimuri[Terr](C),,,,,
Sazzad Hossain,Sazzad Hossain,,,,ZSO-C,Md.Abul Kalam Azad,Feni[Terr](C),Territory,12345,Feni[Terr](C)@test.com,Feni[Terr](C),,,,,
Ariful Hoque,Ariful Hoque,,,,ZSO-C,Md.Abul Kalam Azad,Baroiarhat[Terr](C),Territory,12345,Baroiarhat[Terr](C)@test.com,Baroiarhat[Terr](C),,,,,
Md. Harun or Rashid,Md. Harun or Rashid,,,,TM-C,Md.Abul Kalam Azad,Dagon Bhuiyan[Terr](C),Territory,12345,Dagon Bhuiyan[Terr](C)@test.com,Dagon Bhuiyan[Terr](C),,,,,
Md. Rabiul Hossain,Md. Rabiul Hossain,,,,TM-C,Shariful Alam Sarkar,Comilla[Terr](C),Territory,12345,Comilla[Terr](C)@test.com,Comilla[Terr](C),,,,,
Abdur Rahim,Abdur Rahim,,,,TM-C,Shariful Alam Sarkar,Choddogram[Terr](C),Territory,12345,Choddogram[Terr](C)@test.com,Choddogram[Terr](C),,,,,
Md. Moshiur Rahman(Laksham[Terr](C)),Md. Moshiur Rahman(Laksham[Terr](C)),,,,TM-C,Shariful Alam Sarkar,Laksham[Terr](C),Territory,12345,Laksham[Terr](C)@test.com,Laksham[Terr](C),,,,,
Lutfor Rahman,Lutfor Rahman,,,,TM-C,Shariful Alam Sarkar,Chandina [Terr](C),Territory,12345,Chandina [Terr](C)@test.com,Chandina [Terr](C),,,,,
Md. Fariduzzaman,Md. Fariduzzaman,,,,ZSO-C,Arup Kumar Das,Chandpur[Terr](C),Territory,12345,Chandpur[Terr](C)@test.com,Chandpur[Terr](C),,,,,
Saiduzzaman Gazi,Saiduzzaman Gazi,,,,ZSO-C,Arup Kumar Das,Faridgonj[Terr](C),Territory,12345,Faridgonj[Terr](C)@test.com,Faridgonj[Terr](C),,,,,
Emrul Hasan,Emrul Hasan,,,,TM-C,Arup Kumar Das,Hazigonj[Terr](C),Territory,12345,Hazigonj[Terr](C)@test.com,Hazigonj[Terr](C),,,,,
Md. Zakir Hossain,Md. Zakir Hossain,,,,TM-C,Md.Mizan Uddin,B. Baria[Terr](C),Territory,12345,B. Baria[Terr](C)@test.com,B. Baria[Terr](C),,,,,
Md. Amirul Islam,Md. Amirul Islam,,,,TM-C,Md.Mizan Uddin,Companygonj[Terr](C),Territory,12345,Companygonj[Terr](C)@test.com,Companygonj[Terr](C),,,,,
Blank(Nobinagar[Terr](C)),Blank(Nobinagar[Terr](C)),,,,Blank,Md.Mizan Uddin,Nobinagar[Terr](C),Territory,12345,Nobinagar[Terr](C)@test.com,Nobinagar[Terr](C),,,,,
Md. Azad Fakir,Md. Azad Fakir,,,,TM-C,Md.Mizan Uddin,Kosba[Terr](C),Territory,12345,Kosba[Terr](C)@test.com,Kosba[Terr](C),,,,,
Mahabub Haque,Mahabub Haque,,,,TM-C,Md.Mizan Uddin,Sorail[Terr](C),Territory,12345,Sorail[Terr](C)@test.com,Sorail[Terr](C),,,,,
Rittik Nandi,Rittik Nandi,,,,ZSO-C,Md. Hannan Chowdury,Sylhet Metro-1[Terr](C),Territory,12345,Sylhet Metro-1[Terr](C)@test.com,Sylhet Metro-1[Terr](C),,,,,
Blank(Sylhet Metro-2[Terr](C)),Blank(Sylhet Metro-2[Terr](C)),,,,Blank,Md. Hannan Chowdury,Sylhet Metro-2[Terr](C),Territory,12345,Sylhet Metro-2[Terr](C)@test.com,Sylhet Metro-2[Terr](C),,,,,
Blank(Tuker Bazar[Terr](C)),Blank(Tuker Bazar[Terr](C)),,,,Blank,Md. Hannan Chowdury,Tuker Bazar[Terr](C),Territory,12345,Tuker Bazar[Terr](C)@test.com,Tuker Bazar[Terr](C),,,,,
Blank(Jointapur[Terr](C)),Blank(Jointapur[Terr](C)),,,,Blank,Md. Hannan Chowdury,Jointapur[Terr](C),Territory,12345,Jointapur[Terr](C)@test.com,Jointapur[Terr](C),,,,,
Blank(Chattak[Terr](C)),Blank(Chattak[Terr](C)),,,,Blank,Md. Hannan Chowdury,Chattak[Terr](C),Territory,12345,Chattak[Terr](C)@test.com,Chattak[Terr](C),,,,,
Md.Humayan Kobir,Md.Humayan Kobir,,,,ZSO-C,Md. Hannan Chowdury,Sunamgonj[Terr](C),Territory,12345,Sunamgonj[Terr](C)@test.com,Sunamgonj[Terr](C),,,,,
Kamruzzaman,Kamruzzaman,,,,TM-C,Md. Mizanur Rahman(Sylhet South[Reg](C)),South Surma[Terr](C),Territory,12345,South Surma[Terr](C)@test.com,South Surma[Terr](C),,,,,
Md.Shanewaz Hossain,Md.Shanewaz Hossain,,,,ZSO-C,Md. Mizanur Rahman(Sylhet South[Reg](C)),Biswanath[Terr](C),Territory,12345,Biswanath[Terr](C)@test.com,Biswanath[Terr](C),,,,,
Md. Moshiur Rahman(Biani Bazar[Terr](C)),Md. Moshiur Rahman(Biani Bazar[Terr](C)),,,,ZSO-C,Md. Mizanur Rahman(Sylhet South[Reg](C)),Biani Bazar[Terr](C),Territory,12345,Biani Bazar[Terr](C)@test.com,Biani Bazar[Terr](C),,,,,
Robin Adikari,Robin Adikari,,,,TM-C,Md. Monir Hossain(Sreemangal[Reg](C)),Moulovibazar[Terr](C),Territory,12345,Moulovibazar[Terr](C)@test.com,Moulovibazar[Terr](C),,,,,
Blank(Borolekha[Terr](C)),Blank(Borolekha[Terr](C)),,,,Blank,Md. Monir Hossain(Sreemangal[Reg](C)),Borolekha[Terr](C),Territory,12345,Borolekha[Terr](C)@test.com,Borolekha[Terr](C),,,,,
Abu Taleb,Abu Taleb,,,,TM-C,Md. Monir Hossain(Sreemangal[Reg](C)),Hobigonj[Terr](C),Territory,12345,Hobigonj[Terr](C)@test.com,Hobigonj[Terr](C),,,,,
Blank(Nobigonj[Terr](C)),Blank(Nobigonj[Terr](C)),,,,Blank,Md. Monir Hossain(Sreemangal[Reg](C)),Nobigonj[Terr](C),Territory,12345,Nobigonj[Terr](C)@test.com,Nobigonj[Terr](C),,,,,
Md. Abu Syed,Md. Abu Syed,,,,TM-C,Md. Monir Hossain(Sreemangal[Reg](C)),Shayestagonj[Terr](C),Territory,12345,Shayestagonj[Terr](C)@test.com,Shayestagonj[Terr](C),,,,,
Monowar Hosen,Monowar Hosen,,,,TM-C,Toimur Rahman,Rangpur[Terr](C),Territory,12345,Rangpur[Terr](C)@test.com,Rangpur[Terr](C),,,,,
Bazlar Rahman,Bazlar Rahman,,,,TM-C,Toimur Rahman,Kurigram[Terr](C),Territory,12345,Kurigram[Terr](C)@test.com,Kurigram[Terr](C),,,,,
Md.Kamruzzaman,Md.Kamruzzaman,,,,TM-C,Toimur Rahman,Lalmonirhat[Terr](C),Territory,12345,Lalmonirhat[Terr](C)@test.com,Lalmonirhat[Terr](C),,,,,
Kamrul Islam,Kamrul Islam,,,,TM-C,Toimur Rahman,Gaibanda[Terr](C),Territory,12345,Gaibanda[Terr](C)@test.com,Gaibanda[Terr](C),,,,,
Moklesur Rahman(Dinajpur[Terr](C)),Moklesur Rahman(Dinajpur[Terr](C)),,,,TM-C,Blank(Dinajpur[Reg](C)),Dinajpur[Terr](C),Territory,12345,Dinajpur[Terr](C)@test.com,Dinajpur[Terr](C),,,,,
Monirul Islam(Soyedpur[Terr](C)),Monirul Islam(Soyedpur[Terr](C)),,,,TM-C,Blank(Dinajpur[Reg](C)),Soyedpur[Terr](C),Territory,12345,Soyedpur[Terr](C)@test.com,Soyedpur[Terr](C),,,,,
Feroz Khan,Feroz Khan,,,,ZSO-C,Blank(Dinajpur[Reg](C)),Thakurgaon[Terr](C),Territory,12345,Thakurgaon[Terr](C)@test.com,Thakurgaon[Terr](C),,,,,
Blank(Bogra[Terr](C)),Blank(Bogra[Terr](C)),,,,Blank,Md. Faruk Hossain,Bogra[Terr](C),Territory,12345,Bogra[Terr](C)@test.com,Bogra[Terr](C),,,,,
Blank(Noagaon[Terr](C)),Blank(Noagaon[Terr](C)),,,,Blank,Md. Faruk Hossain,Noagaon[Terr](C),Territory,12345,Noagaon[Terr](C)@test.com,Noagaon[Terr](C),,,,,
Blank(Sirajgonj[Terr](C)),Blank(Sirajgonj[Terr](C)),,,,Blank,Md. Faruk Hossain,Sirajgonj[Terr](C),Territory,12345,Sirajgonj[Terr](C)@test.com,Sirajgonj[Terr](C),,,,,
Blank(Rajshahi[Terr](C)),Blank(Rajshahi[Terr](C)),,,,Blank,Md. Iqbal Nobi,Rajshahi[Terr](C),Territory,12345,Rajshahi[Terr](C)@test.com,Rajshahi[Terr](C),,,,,
Blank(Natore[Terr](C)),Blank(Natore[Terr](C)),,,,Blank,Md. Iqbal Nobi,Natore[Terr](C),Territory,12345,Natore[Terr](C)@test.com,Natore[Terr](C),,,,,
Blank(Pabna[Terr](C)),Blank(Pabna[Terr](C)),,,,Blank,Md. Iqbal Nobi,Pabna[Terr](C),Territory,12345,Pabna[Terr](C)@test.com,Pabna[Terr](C),,,,,
Md.Abdul Mannan,Md.Abdul Mannan,,,,TM-C,Md. Abu Tayab,Khulna[Terr](C),Territory,12345,Khulna[Terr](C)@test.com,Khulna[Terr](C),,,,,
Blank(Bagerhat[Terr](C)),Blank(Bagerhat[Terr](C)),,,,Blank,Md. Abu Tayab,Bagerhat[Terr](C),Territory,12345,Bagerhat[Terr](C)@test.com,Bagerhat[Terr](C),,,,,
Blank(Pirojpur[Terr](C)),Blank(Pirojpur[Terr](C)),,,,Blank,Md. Abu Tayab,Pirojpur[Terr](C),Territory,12345,Pirojpur[Terr](C)@test.com,Pirojpur[Terr](C),,,,,
Blank(Satkhira[Terr](C)),Blank(Satkhira[Terr](C)),,,,Blank,Md. Abu Tayab,Satkhira[Terr](C),Territory,12345,Satkhira[Terr](C)@test.com,Satkhira[Terr](C),,,,,
Md. Khairuzzaman,Md. Khairuzzaman,,,,TM-C,Blank(Jessore[Reg](C)),Jessore[Terr](C),Territory,12345,Jessore[Terr](C)@test.com,Jessore[Terr](C),,,,,
Daud Hosen(Jhenaidah[Terr](C)),Daud Hosen(Jhenaidah[Terr](C)),,,,ZSO-C,Blank(Jessore[Reg](C)),Jhenaidah[Terr](C),Territory,12345,Jhenaidah[Terr](C)@test.com,Jhenaidah[Terr](C),,,,,
Blank(Norail[Terr](C)),Blank(Norail[Terr](C)),,,,Blank,Blank(Jessore[Reg](C)),Norail[Terr](C),Territory,12345,Norail[Terr](C)@test.com,Norail[Terr](C),,,,,
Daud Hosen(Kustia[Terr](C)),Daud Hosen(Kustia[Terr](C)),,,,ZSO-C,Blank(Jessore[Reg](C)),Kustia[Terr](C),Territory,12345,Kustia[Terr](C)@test.com,Kustia[Terr](C),,,,,
Blank(Chuadanga[Terr](C)),Blank(Chuadanga[Terr](C)),,,,Blank,Blank(Jessore[Reg](C)),Chuadanga[Terr](C),Territory,12345,Chuadanga[Terr](C)@test.com,Chuadanga[Terr](C),,,,,
Md. Rotan Mia,Md. Rotan Mia,,,,TM-C,Kh. Motiur Rahman,Barishal[Terr](C),Territory,12345,Barishal[Terr](C)@test.com,Barishal[Terr](C),,,,,
Abu Bakker Siddique(Bhola[Terr](C)),Abu Bakker Siddique(Bhola[Terr](C)),,,,ZSO-C,Kh. Motiur Rahman,Bhola[Terr](C),Territory,12345,Bhola[Terr](C)@test.com,Bhola[Terr](C),,,,,
Md. Ozira Rahman,Md. Ozira Rahman,,,,TM-C,Kh. Motiur Rahman,Jhalokathi[Terr](C),Territory,12345,Jhalokathi[Terr](C)@test.com,Jhalokathi[Terr](C),,,,,
Kartik Chandra Ghosh(Torki[Terr](C)),Kartik Chandra Ghosh(Torki[Terr](C)),,,,TM-C,Kh. Motiur Rahman,Torki[Terr](C),Territory,12345,Torki[Terr](C)@test.com,Torki[Terr](C),,,,,
Md. Nasir Uddin,Md. Nasir Uddin,,,,TM-C,Blank(Potuakhali[Reg](C)),Potuakhali[Terr](C),Territory,12345,Potuakhali[Terr](C)@test.com,Potuakhali[Terr](C),,,,,
Blank(Borguna[Terr](C)),Blank(Borguna[Terr](C)),,,,Blank,Blank(Potuakhali[Reg](C)),Borguna[Terr](C),Territory,12345,Borguna[Terr](C)@test.com,Borguna[Terr](C),,,,,
Blank(Motbaria[Terr](C)),Blank(Motbaria[Terr](C)),,,,Blank,Blank(Potuakhali[Reg](C)),Motbaria[Terr](C),Territory,12345,Motbaria[Terr](C)@test.com,Motbaria[Terr](C),,,,,
Md. Rabiul Islam,Md. Rabiul Islam,,,,TM-C,Md. Hemayet Hossain,Faridpur[Terr](C),Territory,12345,Faridpur[Terr](C)@test.com,Faridpur[Terr](C),,,,,
Blank(Rajbari[Terr](C)),Blank(Rajbari[Terr](C)),,,,Blank,Md. Hemayet Hossain,Rajbari[Terr](C),Territory,12345,Rajbari[Terr](C)@test.com,Rajbari[Terr](C),,,,,
Kartik Chandra Ghosh(Madaripur[Terr](C)),Kartik Chandra Ghosh(Madaripur[Terr](C)),,,,Act.TM-C,Md. Hemayet Hossain,Madaripur[Terr](C),Territory,12345,Madaripur[Terr](C)@test.com,Madaripur[Terr](C),,,,,
Utpal Kumar Das,Utpal Kumar Das,,,,TM-C,Md. Hemayet Hossain,Gopalgonj[Terr](C),Territory,12345,Gopalgonj[Terr](C)@test.com,Gopalgonj[Terr](C),,,,,
Blank(Vhanga[Terr](C)),Blank(Vhanga[Terr](C)),,,,Blank,Md. Hemayet Hossain,Vhanga[Terr](C),Territory,12345,Vhanga[Terr](C)@test.com,Vhanga[Terr](C),,,,,
